%1.Title:Laptops
%
%2.Sources:
%	(a)Creator:KrstevFilip
%	(b)Date:June,2016
%	(c)878 instances
%
@RELATION IS


@ATTRIBUTE processor	{i3,i5,i7,Pentium,Celeron,Atom,AMDSemprom,AMDESeries,,Core2Duo,Core2Quad}
@ATTRIBUTE memory		numeric
@ATTRIBUTE screenSize	numeric
@ATTRIBUTE grapics		{Integrated/On-BoardGraphics,DedicatedGraphics}
@ATTRIBUTE operatinS	{Windows10,Windows8,Windows7,WindowsXP,ChromeOS}
@ATTRIBUTE ssd			{Yes,No}
@ATTRIBUTE price		numeric

@DATA
i5,8,17.3,Integrated/On-BoardGraphics,Windows7,No,1054.53
i7,8,14.0,Integrated/On-BoardGraphics,Windows8,Yes,1120.73
i5,4,12,Integrated/On-BoardGraphics,Windows8,No,1180.87
Pentium,4,15.6,Integrated/On-BoardGraphics,Windows10,No,499.53
i7,8 ,14,Integrated/On-BoardGraphics,Windows7,Yes,1599.81
Celeron,4,15.6,Integrated/On-BoardGraphics,Windows10,No,306.99
Celeron,2,13.3,Integrated/On-BoardGraphics,Windows8,Yes,431.56
i7,8,14,Integrated/On-BoardGraphics,Windows7,No,2254.53
i7,12,17.3,Integrated/On-BoardGraphics,Windows8,No,1744.53
i7,8 ,15.6,DedicatedGraphics,Windows8,No,1429.53
Core2Duo,2,14.1,DedicatedGraphics,Windows7,No,1163
Pentium,4,11.6,Integrated/On-BoardGraphics,Windows10,No,559.53
i7,24,17.3,DedicatedGraphics,Windows10,No,1975.36
i7,8,15.6,DedicatedGraphics,Windows8,No,2199.53
i7,12,15.6,Integrated/On-BoardGraphics,Windows10,No,1154.53
Celeron,4,15.6,Integrated/On-BoardGraphics,Windows10,No,544.53
Celeron,4,11.6,Integrated/On-BoardGraphics,Windows10,No,499.53
Pentium,4,15.6,Integrated/On-BoardGraphics,Windows8,No,514.53
i5,12,15.6,Integrated/On-BoardGraphics,Windows8,No,1145.36
i7,16,15.6,Integrated/On-BoardGraphics,Windows8,No,1385.95
Pentium,4,15.6,Integrated/On-BoardGraphics,Windows10,Yes,599.53
i5,4,15.6,Integrated/On-BoardGraphics,Windows7,No,808.55
i7,8,17.3,Integrated/On-BoardGraphics,Windows8,No,1114.53
i5,6,17.3,DedicatedGraphics,Windows8,No,1199.53
Celeron,8 ,15.6,Integrated/On-BoardGraphics,Windows10,No,429.26
Pentium,4 ,11.6,Integrated/On-BoardGraphics,Windows10,No,449.99
Celeron,2,13.3,Integrated/On-BoardGraphics,Windows10,No,409.53
i7,16 ,15.6,DedicatedGraphics,Windows8,Yes,2299.53
Celeron,2,11.6,Integrated/On-BoardGraphics,Windows8,No,210.09
i5,8,15.6,Integrated/On-BoardGraphics,Windows8,No,849.95
i7,16 ,15.6,DedicatedGraphics,Windows8,No,1618.15
i7,16,15.6,DedicatedGraphics,Windows10,No,1999.53
i7,16,15.6,DedicatedGraphics,Windows10,No,1240.73
i7,8,13.3,Integrated/On-BoardGraphics,Windows8,Yes,1899.53
Pentium,12,17.3,Integrated/On-BoardGraphics,Windows10,No,879.95
Celeron,4,11.6,Integrated/On-BoardGraphics,Windows7,No,454.53
i5,4 ,14,Integrated/On-BoardGraphics,Windows7,No,543
Celeron,2,14,Integrated/On-BoardGraphics,Windows10,No,225
i7,16,15.6,DedicatedGraphics,Windows8,No,1899.53
i7,8,17.3,DedicatedGraphics,Windows8,No,2010.73
Celeron,8,15.6,Integrated/On-BoardGraphics,Windows8,No,514.76
Celeron,4,15.6,Integrated/On-BoardGraphics,Windows8,No,524.53
Celeron,2,14,Integrated/On-BoardGraphics,Windows10,No,275.97
i5,8,17.3,DedicatedGraphics,Windows7,No,645.54
i5,12,13.3,DedicatedGraphics,Windows8,Yes,1194.95
Pentium,4,17.3,Integrated/On-BoardGraphics,Windows10,No,664.53
i7,8 ,14,Integrated/On-BoardGraphics,Windows8,No,1379.73
i7,8,15.6,Integrated/On-BoardGraphics,Windows8,No,677.99
Pentium,4,11.6,Integrated/On-BoardGraphics,Windows10,Yes,599.53
Celeron,4,13.3,Integrated/On-BoardGraphics,ChromeOS,Yes,654.53
i5,4,14,Integrated/On-BoardGraphics,Windows7,No,525
i7,12,15.6,Integrated/On-BoardGraphics,Windows8,No,1654.53
i7,8,15.6,Integrated/On-BoardGraphics,Windows8,No,834.53
i5,16 ,14,Integrated/On-BoardGraphics,Windows8,No,1299.72
i3,8,15.6,Integrated/On-BoardGraphics,Windows8,No,581.2
i7,8,15.6,DedicatedGraphics,Windows8,No,1444.53
i5,8,15.6,Integrated/On-BoardGraphics,Windows8,No,1099.53
Pentium,4,11.6,Integrated/On-BoardGraphics,Windows8,Yes,559
i5,8 ,15.6,DedicatedGraphics,Windows8,No,1699.53
i7,16,15.6,DedicatedGraphics,Windows10,Yes,2299.53
Pentium,4,15.6,Integrated/On-BoardGraphics,Windows10,No,499.53
i7,8,14,Integrated/On-BoardGraphics,Windows7,Yes,1999.53
i7,6,15.6,Integrated/On-BoardGraphics,Windows7,No,799.53
Celeron,4,15.6,Integrated/On-BoardGraphics,Windows8,No,634.53
Pentium,12,17.3,Integrated/On-BoardGraphics,Windows10,No,879.95
i7,8 ,15.6,DedicatedGraphics,Windows7,Yes,1899.99
Celeron,4,11.6,Integrated/On-BoardGraphics,ChromeOS,No,499.53
i3,4,15.6,Integrated/On-BoardGraphics,Windows7,No,689.53
i7,8,14,Integrated/On-BoardGraphics,Windows8,Yes,1733.27
i7,16,15.6,DedicatedGraphics,Windows10,No,1999.53
Celeron,4,11.6,Integrated/On-BoardGraphics,Windows8,No,511
i7,16,15.6,DedicatedGraphics,Windows8,No,1899.53
i7,8 ,14,Integrated/On-BoardGraphics,Windows8,No,1599.81
Celeron,4,11.6,Integrated/On-BoardGraphics,Windows7,No,174.95
i7,8,17.3,DedicatedGraphics,Windows8,No,2199.53
i7,8,13.3,Integrated/On-BoardGraphics,Windows8,Yes,1799.53
i7,8 ,14,Integrated/On-BoardGraphics,Windows7,Yes,1349.55
i7,8,15.6,DedicatedGraphics,Windows8,No,1199.53
i7,16,15.6,DedicatedGraphics,Windows8,No,2799.53
i7,16,15.6,Integrated/On-BoardGraphics,Windows7,Yes,1149.99
Celeron,8,15.6,Integrated/On-BoardGraphics,Windows10,No,429.26
i3,6,17.3,Integrated/On-BoardGraphics,Windows7,No,522.99
i7,16,17.3,DedicatedGraphics,Windows8,No,1774.53
Celeron,4,15.6,Integrated/On-BoardGraphics,Windows8,No,499.53
i7,8,15.6,DedicatedGraphics,Windows8,No,1654.53
Celeron,4,15.6,Integrated/On-BoardGraphics,Windows8,No,524.53
Celeron,4,11.6,Integrated/On-BoardGraphics,Windows8,No,454.53
i7,8,13.3,Integrated/On-BoardGraphics,Windows8,Yes,1654.53
Celeron,2,11.6,Integrated/On-BoardGraphics,ChromeOS,Yes,184.99
i7,24 ,17.3,Integrated/On-BoardGraphics,Windows8,No,1827.4
i5,4,15.6,Integrated/On-BoardGraphics,Windows7,No,739.99
i7,12,15.6,Integrated/On-BoardGraphics,Windows8,No,1654.53
i7,8,12.3,Integrated/On-BoardGraphics,Windows10,Yes,1744.53
i7,8 ,14,Integrated/On-BoardGraphics,Windows8,No,1299.73
i7,8 ,15.6,DedicatedGraphics,Windows8,No,1899.53
i5,4,14,Integrated/On-BoardGraphics,Windows8,Yes,999.53
i7,16,12.3,Integrated/On-BoardGraphics,Windows10,Yes,2024.53
Celeron,4,11.6,Integrated/On-BoardGraphics,ChromeOS,No,444.53
Pentium,4,15.6,Integrated/On-BoardGraphics,Windows10,No,654.53
Celeron,2,11.6,Integrated/On-BoardGraphics,ChromeOS,No,179.95
Celeron,2,11.6,Integrated/On-BoardGraphics,Windows8,No,379.53
i7,12,15.6,Integrated/On-BoardGraphics,Windows8,No,1155.73
Celeron,2,14,Integrated/On-BoardGraphics,Windows10,No,399.53
i5,4,15.6,Integrated/On-BoardGraphics,Windows7,No,934.53
Pentium,4,17.3,Integrated/On-BoardGraphics,Windows10,No,654.53
i7,8 ,14,Integrated/On-BoardGraphics,Windows7,No,1349.55
i7,16,17.3,DedicatedGraphics,Windows8,Yes,2554.53
i5,12,15.6,Integrated/On-BoardGraphics,Windows8,No,728.96
i5,8,14,DedicatedGraphics,Windows8,No,1154.53
Celeron,2,14,Integrated/On-BoardGraphics,ChromeOS,No,186.19
i7,8,15.6,Integrated/On-BoardGraphics,Windows7,Yes,1899.53
i7,16,15.6,Integrated/On-BoardGraphics,Windows7,Yes,3754.53
Celeron,4,15.6,Integrated/On-BoardGraphics,Windows10,No,625.73
i5,8,13.3,Integrated/On-BoardGraphics,Windows8,Yes,864.53
i5,12,15.6,Integrated/On-BoardGraphics,Windows8,Yes,1280.65
i7,8,15.6,DedicatedGraphics,Windows8,No,1584.53
Pentium,4,15.6,Integrated/On-BoardGraphics,Windows8,No,599.53
i5,8,15.6,Integrated/On-BoardGraphics,Windows8,No,824.53
i7,8 ,15.6,DedicatedGraphics,Windows8,No,1799.53
i7,8 ,15.6,DedicatedGraphics,Windows8,No,1324.53
Celeron,4,11.6,Integrated/On-BoardGraphics,ChromeOS,No,569.53
Celeron,4,14,Integrated/On-BoardGraphics,ChromeOS,Yes,779.53
i5,4,14,Integrated/On-BoardGraphics,Windows7,No,1299.53
i7,8,17.3,DedicatedGraphics,Windows7,No,2199.53
AMDESeries,8,15.6,Integrated/On-BoardGraphics,Windows8,No,527.96
Celeron,2,13.3,Integrated/On-BoardGraphics,Windows8,Yes,417.11
Celeron,2,11.6,Integrated/On-BoardGraphics,Windows8,No,424.53
Celeron,4,15.6,Integrated/On-BoardGraphics,Windows7,No,670.73
Pentium,6,15.6,Integrated/On-BoardGraphics,Windows8,No,584.53
i3,4,14,Integrated/On-BoardGraphics,Windows8,No,676.79
i7,4,14,Integrated/On-BoardGraphics,Windows7,No,1296.21
i7,16,17.3,Integrated/On-BoardGraphics,Windows8,No,1349
i7,24,17.3,DedicatedGraphics,Windows8,No,1689.95
Pentium,4,11.6,Integrated/On-BoardGraphics,Windows8,No,644.53
i5,6,13.3,DedicatedGraphics,Windows8,No,784.53
Pentium,4,11.6,Integrated/On-BoardGraphics,Windows10,Yes,755.73
i7,16,15.6,DedicatedGraphics,Windows10,No,1499
i5,8,11.6,Integrated/On-BoardGraphics,Windows8,Yes,1299.53
Celeron,4,15.6,Integrated/On-BoardGraphics,Windows8,No,499.53
i7,8,14,Integrated/On-BoardGraphics,Windows8,No,1800.73
Pentium,4,15.6,Integrated/On-BoardGraphics,Windows8,No,599.53
i7,16,15.6,DedicatedGraphics,Windows8,No,1999.53
i7,8 ,14,Integrated/On-BoardGraphics,Windows8,No,1429.77
Pentium,4,11.6,Integrated/On-BoardGraphics,Windows10,No,655.73
Pentium,4,17.3,Integrated/On-BoardGraphics,Windows8,No,854.53
i5,6,15.6,Integrated/On-BoardGraphics,Windows8,No,944.53
Pentium,4,15.6,Integrated/On-BoardGraphics,Windows7,No,544.53
i5,4,14,Integrated/On-BoardGraphics,Windows7,No,1275.26
Celeron,4,15.6,Integrated/On-BoardGraphics,ChromeOS,Yes,554.53
i5,8,15.6,Integrated/On-BoardGraphics,Windows10,No,599
Pentium,4,15.6,Integrated/On-BoardGraphics,Windows8,No,664.53
i7,8,13.3,Integrated/On-BoardGraphics,Windows8,Yes,2444.53
i5,2 ,15.4,DedicatedGraphics,Windows7,No,2599.99
Pentium,8,11.6,Integrated/On-BoardGraphics,Windows8,Yes,814.53
i5,8,15.6,Integrated/On-BoardGraphics,Windows8,No,1150.15
Celeron,4,13.3,Integrated/On-BoardGraphics,ChromeOS,No,434.53
i5,6,15.6,Integrated/On-BoardGraphics,Windows8,No,1214.53
i5,8,15.6,DedicatedGraphics,Windows8,No,1044.53
Celeron,2,11.6,Integrated/On-BoardGraphics,Windows8,Yes,509.53
i7,8,14,Integrated/On-BoardGraphics,Windows8,Yes,1733.27
Celeron,4,11.6,Integrated/On-BoardGraphics,Windows7,No,291.44
i5,4,12.1,Integrated/On-BoardGraphics,Windows7,No,1999.53
Celeron,4,15.6,Integrated/On-BoardGraphics,Windows7,No,499.53
i7,8 ,15.6,DedicatedGraphics,Windows8,No,1560.55
Celeron,2,11.6,Integrated/On-BoardGraphics,Windows10,No,399.53
i7,16,17.3,DedicatedGraphics,Windows10,No,2134.3
i7,8,15.6,DedicatedGraphics,Windows8,No,1554.53
Celeron,4,15.6,Integrated/On-BoardGraphics,Windows8,No,524.53
i5,6,15.6,Integrated/On-BoardGraphics,Windows8,No,1300.73
Celeron,4,11.6,Integrated/On-BoardGraphics,Windows10,No,674.53
i7,16,15.6,DedicatedGraphics,Windows8,Yes,2599.53
Celeron,4,11.6,Integrated/On-BoardGraphics,Windows10,No,640.73
Pentium,4,15.6,Integrated/On-BoardGraphics,Windows10,No,634.53
i7,24,17.3,DedicatedGraphics,Windows8,No,1694.95
i7,8 ,14,Integrated/On-BoardGraphics,Windows7,No,1499.81
Celeron,4,11.6,Integrated/On-BoardGraphics,Windows7,No,174.95
Pentium,4,15.6,Integrated/On-BoardGraphics,Windows7,No,514.53
i7,8,15.6,DedicatedGraphics,Windows10,Yes,1554.53
Celeron,2,15.6,Integrated/On-BoardGraphics,Windows10,No,655.73
i7,24 ,17.3,Integrated/On-BoardGraphics,Windows8,No,1892.5
i7,8,17.3,DedicatedGraphics,Windows8,No,1844.53
Celeron,2,11.6,Integrated/On-BoardGraphics,Windows10,No,209.99
Celeron,2,11.6,Integrated/On-BoardGraphics,Windows7,No,349.99
Pentium,4,17.3,Integrated/On-BoardGraphics,Windows7,No,442.98
Celeron,2,11.6,Integrated/On-BoardGraphics,Windows8,No,185
i7,16,17.3,Integrated/On-BoardGraphics,Windows8,No,1441.45
i5,2,12.1,Integrated/On-BoardGraphics,Windows7,No,1495
i7,8,17.3,DedicatedGraphics,Windows8,No,1544.53
Celeron,4,15.6,Integrated/On-BoardGraphics,Windows10,No,469.53
Celeron,2,11.6,Integrated/On-BoardGraphics,Windows10,No,242.98
Celeron,2,11.6,Integrated/On-BoardGraphics,Windows8,Yes,404.53
Pentium,8,11.6,Integrated/On-BoardGraphics,Windows10,Yes,689.53
i7,8,14,Integrated/On-BoardGraphics,Windows8,Yes,1733.27
i7,16,12.3,Integrated/On-BoardGraphics,Windows10,Yes,2599.53
Pentium,4,11.6,Integrated/On-BoardGraphics,Windows10,No,474.53
Pentium,4,15.6,Integrated/On-BoardGraphics,Windows8,No,499.53
i7,16,13.3,Integrated/On-BoardGraphics,Windows8,Yes,1944.53
i7,8,14,DedicatedGraphics,Windows8,Yes,2054.53
i7,16,15.6,DedicatedGraphics,Windows8,No,2954.53
i7,32,17.3,DedicatedGraphics,Windows8,No,3699.53
i7,8,14,Integrated/On-BoardGraphics,Windows7,Yes,1699.53
i7,16,17.3,DedicatedGraphics,Windows8,Yes,2044.53
Pentium,4,15.6,Integrated/On-BoardGraphics,Windows10,No,499.53
i7,8,17.3,DedicatedGraphics,Windows8,No,1699.95
Celeron,4,11.6,Integrated/On-BoardGraphics,Windows7,No,278.99
i5,4,14,Integrated/On-BoardGraphics,Windows8,No,799.53
i7,8 ,14,Integrated/On-BoardGraphics,Windows8,No,1449.77
i7,16 ,15.6,DedicatedGraphics,Windows8,Yes,2299.53
Celeron,2,14,Integrated/On-BoardGraphics,Windows10,No,269.99
i7,8,17.3,DedicatedGraphics,Windows8,No,1899.53
i7,24,17.3,DedicatedGraphics,Windows8,No,1694.95
i5,6,15.6,Integrated/On-BoardGraphics,Windows8,No,889.95
Celeron,4,11.6,Integrated/On-BoardGraphics,Windows7,No,308.99
Pentium,4,11.6,Integrated/On-BoardGraphics,Windows10,No,730.73
i5,4 ,14,Integrated/On-BoardGraphics,Windows7,No,543
i7,6,15.6,Integrated/On-BoardGraphics,Windows8,No,844.53
Celeron,4,11.6,Integrated/On-BoardGraphics,ChromeOS,No,474.53
i5,8,15.6,Integrated/On-BoardGraphics,Windows7,No,1144.53
i3,6,17.3,Integrated/On-BoardGraphics,Windows7,No,699.53
Celeron,4,15.6,Integrated/On-BoardGraphics,Windows8,No,329.99
i5,6,13.3,DedicatedGraphics,Windows8,No,784.53
i7,16,17.3,DedicatedGraphics,Windows8,Yes,2600.73
i7,8,13.3,Integrated/On-BoardGraphics,Windows8,Yes,1799.53
i3,6,17.3,Integrated/On-BoardGraphics,Windows7,No,529.99
i7,16,17.3,DedicatedGraphics,Windows8,Yes,2124.53
Celeron,2,11.6,Integrated/On-BoardGraphics,ChromeOS,No,540.73
Celeron,4,15.6,Integrated/On-BoardGraphics,Windows7,No,499.53
Celeron,4,14,Integrated/On-BoardGraphics,ChromeOS,No,640.73
Celeron,2,14,Integrated/On-BoardGraphics,Windows10,No,399.53
i7,16,15.6,DedicatedGraphics,Windows7,No,2899.53
i7,16,15.6,Integrated/On-BoardGraphics,Windows8,No,949
i7,16 ,17.3,DedicatedGraphics,Windows8,No,2254.53
Pentium,4,17.3,Integrated/On-BoardGraphics,Windows8,No,944.53
i7,8,15.6,Integrated/On-BoardGraphics,Windows8,No,1224.53
Pentium,4,15.6,Integrated/On-BoardGraphics,Windows8,No,564.53
Celeron,4,11.6,Integrated/On-BoardGraphics,ChromeOS,No,590.73
Pentium,4,15.6,Integrated/On-BoardGraphics,Windows8,No,499.53
i7,12 ,17.3,DedicatedGraphics,Windows8,No,1954.53
i7,24,17.3,DedicatedGraphics,Windows8,No,2899.53
i7,16,17.3,DedicatedGraphics,Windows10,No,1599.53
i5,12,15.6,Integrated/On-BoardGraphics,Windows8,No,728.96
i7,8 ,14,Integrated/On-BoardGraphics,Windows8,No,1349.55
i7,16,15.6,DedicatedGraphics,Windows8,Yes,2599.53
i5,4,15.6,Integrated/On-BoardGraphics,Windows7,No,808.55
Celeron,2,11.6,Integrated/On-BoardGraphics,Windows10,No,399.53
Celeron,2,11.6,Integrated/On-BoardGraphics,ChromeOS,No,444.53
i7,16,17.3,DedicatedGraphics,Windows8,No,1754.53
Celeron,4,11.6,Integrated/On-BoardGraphics,ChromeOS,No,590.73
Pentium,4,15.6,Integrated/On-BoardGraphics,Windows8,No,499.53
Pentium,2,11.6,Integrated/On-BoardGraphics,Windows10,No,524.53
i7,16,15.6,DedicatedGraphics,Windows8,Yes,2554.53
Celeron,2,11.6,Integrated/On-BoardGraphics,Windows10,No,399.53
i7,12 ,17.3,DedicatedGraphics,Windows8,No,1954.53
i7,8,15.6,Integrated/On-BoardGraphics,Windows8,No,834.53
i7,16,15.6,DedicatedGraphics,Windows8,No,1799.53
i7,24,17.3,DedicatedGraphics,Windows8,No,2899.53
Celeron,2,11.6,Integrated/On-BoardGraphics,Windows10,No,399.53
i3,6,15.6,Integrated/On-BoardGraphics,Windows8,No,474.52
Atom,2,10.1,Integrated/On-BoardGraphics,Windows8,No,399.53
Celeron,2,11.6,Integrated/On-BoardGraphics,Windows10,No,344.53
i7,16 ,17.3,Integrated/On-BoardGraphics,Windows8,No,1394.95
i7,16,15.6,DedicatedGraphics,Windows7,Yes,2654.53
i5,4,11.6,Integrated/On-BoardGraphics,Windows8,No,654.96
Pentium,4,17.3,Integrated/On-BoardGraphics,Windows8,No,864.53
i7,16,18.4,DedicatedGraphics,Windows8,Yes,4284.53
i3,6,17.3,Integrated/On-BoardGraphics,Windows7,No,529.21
Celeron,2,14,Integrated/On-BoardGraphics,Windows10,No,399.53
Celeron,2,11.6,Integrated/On-BoardGraphics,ChromeOS,No,354.53
Celeron,2,11.6,Integrated/On-BoardGraphics,ChromeOS,No,480.73
i7,8,15.6,DedicatedGraphics,Windows8,No,1799.53
Celeron,4,15.6,Integrated/On-BoardGraphics,Windows8,No,499.53
i5,8 ,15.6,DedicatedGraphics,Windows8,No,1699.53
i7,12,17.3,Integrated/On-BoardGraphics,Windows8,No,1349.95
Celeron,4,15.6,Integrated/On-BoardGraphics,ChromeOS,Yes,524.53
Celeron,4,11.6,Integrated/On-BoardGraphics,Windows8,No,755.73
i7,8 ,14,Integrated/On-BoardGraphics,Windows8,Yes,1599.71
Celeron,2,11.6,Integrated/On-BoardGraphics,ChromeOS,No,540.73
i7,8 ,15.6,DedicatedGraphics,Windows8,No,1099.53
i7,16,17.3,DedicatedGraphics,Windows8,Yes,2299.53
i7,8,17.3,DedicatedGraphics,Windows8,No,1544.53
i7,8,15.6,DedicatedGraphics,Windows8,No,1799.53
i7,16,15.6,DedicatedGraphics,Windows8,No,1399.53
i7,8,13.3,Integrated/On-BoardGraphics,Windows8,Yes,1554.53
i7,16,17.3,DedicatedGraphics,Windows8,Yes,3454.53
Celeron,4,11.6,Integrated/On-BoardGraphics,Windows7,No,355.05
Celeron,4,15.6,Integrated/On-BoardGraphics,Windows10,No,624.53
Celeron,2,14,Integrated/On-BoardGraphics,Windows8,No,599.53
Celeron,2,11.6,Integrated/On-BoardGraphics,Windows10,No,499.53
Celeron,2,14,Integrated/On-BoardGraphics,ChromeOS,No,424.53
Celeron,4,11.6,Integrated/On-BoardGraphics,ChromeOS,Yes,354.53
Celeron,2,14,Integrated/On-BoardGraphics,Windows10,No,399.53
Pentium,4,11.6,Integrated/On-BoardGraphics,Windows10,No,755.73
Celeron,2,11.6,Integrated/On-BoardGraphics,ChromeOS,Yes,344.53
Celeron,2,15.6,Integrated/On-BoardGraphics,ChromeOS,Yes,454.53
i5,16,14,Integrated/On-BoardGraphics,Windows8,Yes,1799.99
Celeron,2,11.6,Integrated/On-BoardGraphics,Windows8,Yes,350.22
i7,16,15.6,DedicatedGraphics,Windows10,Yes,2299.53
Pentium,6,15.6,Integrated/On-BoardGraphics,Windows8,No,634.53
i7,16,15.6,DedicatedGraphics,Windows8,Yes,2499.53
i7,16,15.6,DedicatedGraphics,Windows8,No,2954.53
i7,16,17.3,DedicatedGraphics,Windows8,No,2199.53
i7,8,17.3,DedicatedGraphics,Windows7,No,1754.53
i5,8,15.6,DedicatedGraphics,Windows8,No,1399.53
Celeron,4,11.6,Integrated/On-BoardGraphics,ChromeOS,No,500.73
i7,8,15.6,DedicatedGraphics,Windows7,No,1254.53
i7,16,17.3,DedicatedGraphics,Windows7,No,3599.53
i7,16,15.6,DedicatedGraphics,Windows8,Yes,2754.53
i7,4,15.6,Integrated/On-BoardGraphics,Windows7,No,1599.53
Celeron,4 ,11.6,Integrated/On-BoardGraphics,ChromeOS,No,418.45
Celeron,2 ,11.6,Integrated/On-BoardGraphics,ChromeOS,No,278.95
Celeron,2,14,Integrated/On-BoardGraphics,Windows10,No,399.53
Celeron,4,11.6,Integrated/On-BoardGraphics,ChromeOS,Yes,290.3
Celeron,2,11.6,Integrated/On-BoardGraphics,Windows8,No,399.53
Celeron,2,11.6,Integrated/On-BoardGraphics,ChromeOS,No,520.73
Celeron,4,11.6,Integrated/On-BoardGraphics,Windows10,No,499.53
i5,4,11.6,Integrated/On-BoardGraphics,Windows8,No,1069.53
i7,16,15.6,DedicatedGraphics,Windows8,No,2744.53
Celeron,4,11.6,Integrated/On-BoardGraphics,Windows10,No,449
i7,8,15.6,DedicatedGraphics,Windows8,No,1999.53
Celeron,4,11.6,Integrated/On-BoardGraphics,ChromeOS,No,454.53
Celeron,4,11.6,Integrated/On-BoardGraphics,Windows10,No,499.53
i7,8,15.6,DedicatedGraphics,Windows8,No,1744.53
i7,8,15.6,DedicatedGraphics,Windows8,Yes,2499.53
i7,16,17.3,DedicatedGraphics,Windows8,Yes,3099.53
i7,8 ,17.3,DedicatedGraphics,Windows8,No,1954.53
i7,8,15.6,DedicatedGraphics,Windows8,No,1299.53
Pentium,4,11.6,Integrated/On-BoardGraphics,Windows10,No,454.53
Celeron,4,15.6,Integrated/On-BoardGraphics,Windows8,No,499.53
i7,4,14,Integrated/On-BoardGraphics,Windows8,No,1199.53
Celeron,4,15.6,Integrated/On-BoardGraphics,Windows8,No,564.53
i7,16,15.6,DedicatedGraphics,Windows7,No,2420.69
Celeron,4,11.6,Integrated/On-BoardGraphics,ChromeOS,No,444.53
i7,16,17.3,DedicatedGraphics,Windows8,No,1654.53
i7,16,15.6,DedicatedGraphics,Windows8,No,1799.53
i5,8,15.6,DedicatedGraphics,Windows8,No,1644.53
i7,16,15.6,DedicatedGraphics,Windows8,No,1799.53
i7,8,17.3,DedicatedGraphics,Windows10,No,2199.53
Celeron,4,11.6,Integrated/On-BoardGraphics,ChromeOS,Yes,299.53
i5,8,15.6,DedicatedGraphics,Windows8,No,1399.53
i7,12,17.3,DedicatedGraphics,Windows8,No,1900.73
Celeron,2,11.6,Integrated/On-BoardGraphics,Windows7,No,367.99
i7,8,15.6,DedicatedGraphics,Windows8,No,1179.53
i7,16,15.6,DedicatedGraphics,Windows8,Yes,1499.53
i7,8,15.6,DedicatedGraphics,Windows8,Yes,1544.53
Celeron,4,13.3,Integrated/On-BoardGraphics,ChromeOS,No,570.73
Atom,2,10.1,Integrated/On-BoardGraphics,Windows8,No,454.53
i7,16,15.6,DedicatedGraphics,Windows8,No,2744.53
Celeron,2,11.6,Integrated/On-BoardGraphics,Windows10,No,434.53
Celeron,4,15.6,Integrated/On-BoardGraphics,Windows10,No,343.95
Celeron,2,14,Integrated/On-BoardGraphics,Windows10,No,374.53
Pentium,4,14,Integrated/On-BoardGraphics,Windows10,Yes,624.53
i7,16,15.6,DedicatedGraphics,Windows10,No,1250
Celeron,2,13.3,Integrated/On-BoardGraphics,Windows8,No,499.53
Pentium,4,15.6,Integrated/On-BoardGraphics,Windows8,No,599.53
i7,8,15.6,DedicatedGraphics,Windows8,No,1599.53
Celeron,4,11.6,Integrated/On-BoardGraphics,ChromeOS,No,454.53
i5,4,14,Integrated/On-BoardGraphics,Windows7,No,1275.26
i7,12,15.6,DedicatedGraphics,Windows8,No,1299.53
i5,8,15.6,DedicatedGraphics,Windows8,No,1044.53
Celeron,4,11.6,Integrated/On-BoardGraphics,Windows10,No,499.53
i7,8,15.6,DedicatedGraphics,Windows8,Yes,1399.53
Celeron,4,15.6,Integrated/On-BoardGraphics,Windows8,No,499.53
Pentium,4,11.6,Integrated/On-BoardGraphics,Windows10,No,599.53
i7,24,17.3,DedicatedGraphics,Windows8,No,2110.73
i7,16,17.3,DedicatedGraphics,Windows8,No,2199.53
i7,12 ,17.3,DedicatedGraphics,Windows8,Yes,2199.53
Celeron,4,13.3,Integrated/On-BoardGraphics,ChromeOS,No,534.53
Celeron,4,15.6,Integrated/On-BoardGraphics,ChromeOS,No,499.53
Celeron,4,11.6,Integrated/On-BoardGraphics,Windows8,No,720.73
Celeron,8,17.3,Integrated/On-BoardGraphics,Windows10,No,799.53
Celeron,4,11.6,Integrated/On-BoardGraphics,ChromeOS,Yes,290.3
i7,16,17.3,DedicatedGraphics,Windows8,No,1444.53
Celeron,2,11.6,Integrated/On-BoardGraphics,Windows8,Yes,404.53
Celeron,4,15.6,Integrated/On-BoardGraphics,Windows8,No,499.53
i5,4,12.1,Integrated/On-BoardGraphics,Windows7,No,1999.53
Celeron,2,14,Integrated/On-BoardGraphics,Windows10,No,225
Celeron,4,11.6,Integrated/On-BoardGraphics,ChromeOS,No,444.53
i7,8,17.3,DedicatedGraphics,Windows8,No,1554.53
i7,16,12.3,Integrated/On-BoardGraphics,Windows10,Yes,2024.53
Celeron,2,15.6,Integrated/On-BoardGraphics,Windows10,No,655.73
i7,8 ,14,DedicatedGraphics,Windows7,No,1799.53
i7,16,15.6,DedicatedGraphics,Windows8,No,1499.53
i7,16,15.6,DedicatedGraphics,Windows10,Yes,1599.53
i7,16,15.6,DedicatedGraphics,Windows8,Yes,1454.53
i7,8 ,14,Integrated/On-BoardGraphics,Windows7,No,1499.81
Pentium,2,11.6,Integrated/On-BoardGraphics,Windows10,No,524.53
Pentium,4,17.3,Integrated/On-BoardGraphics,Windows8,No,864.53
Celeron,2,11.6,Integrated/On-BoardGraphics,Windows10,No,249.99
